,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,TransportMeans,WklyStudyHours,NrSiblings,MathScore,ReadingScore,WritingScore,Average
18768,male,group D,bachelor's degree,standard,completed,married,sometimes,no,school_bus,> 10,3.0,95.0,89.0,94.0,92.66666666666667
18769,male,group C,some high school,standard,none,single,sometimes,yes,school_bus,5 - 10,5.0,56.0,50.0,46.0,50.666666666666664
18770,male,group E,some college,free/reduced,none,married,never,yes,school_bus,5 - 10,1.0,69.0,73.0,67.0,69.66666666666667
18771,female,group C,bachelor's degree,standard,none,married,regularly,yes,school_bus,5 - 10,4.0,75.0,82.0,83.0,80.0
18772,female,group C,associate's degree,free/reduced,none,divorced,sometimes,yes,school_bus,5 - 10,0.0,59.0,71.0,74.0,68.0
18773,female,group C,high school,free/reduced,none,married,sometimes,yes,private,> 10,3.0,53.0,66.0,70.0,63.0
18774,male,group E,some college,standard,none,married,never,no,school_bus,< 5,3.0,78.0,79.0,77.0,78.0
18775,female,group C,associate's degree,standard,none,married,sometimes,yes,private,< 5,1.0,50.0,58.0,54.0,54.0
18776,male,group B,high school,standard,none,married,sometimes,yes,school_bus,5 - 10,1.0,75.0,73.0,73.0,73.66666666666667
18777,female,group C,some high school,free/reduced,none,married,regularly,yes,private,5 - 10,1.0,39.0,53.0,54.0,48.666666666666664
18778,female,group C,associate's degree,standard,none,divorced,regularly,yes,school_bus,> 10,1.0,66.0,76.0,74.0,72.0
18779,female,group C,master's degree,standard,none,single,never,yes,private,5 - 10,3.0,75.0,72.0,75.0,74.0
18780,female,group D,some high school,standard,none,divorced,sometimes,yes,private,5 - 10,2.0,89.0,91.0,99.0,93.0
18781,male,group D,bachelor's degree,standard,none,single,sometimes,yes,private,5 - 10,2.0,55.0,61.0,60.0,58.666666666666664
18782,female,group D,master's degree,standard,none,divorced,sometimes,no,school_bus,5 - 10,1.0,67.0,77.0,78.0,74.0
18783,female,group A,high school,standard,completed,married,sometimes,yes,school_bus,5 - 10,3.0,78.0,98.0,96.0,90.66666666666667
18784,male,group D,some high school,free/reduced,none,divorced,regularly,yes,school_bus,< 5,1.0,68.0,62.0,58.0,62.666666666666664
18785,male,group D,some high school,standard,completed,married,regularly,no,private,< 5,1.0,96.0,86.0,92.0,91.33333333333333
18786,female,group B,associate's degree,free/reduced,none,married,sometimes,yes,school_bus,5 - 10,0.0,43.0,53.0,57.0,51.0
18787,male,group D,bachelor's degree,standard,none,single,sometimes,yes,private,5 - 10,1.0,81.0,64.0,75.0,73.33333333333333
18788,female,group D,high school,standard,none,married,sometimes,yes,school_bus,5 - 10,2.0,89.0,96.0,90.0,91.66666666666667
18789,male,group B,master's degree,standard,none,married,never,no,school_bus,5 - 10,3.0,73.0,73.0,68.0,71.33333333333333
18790,male,group A,some college,standard,none,married,regularly,yes,school_bus,5 - 10,0.0,52.0,48.0,49.0,49.666666666666664
18791,male,group C,high school,free/reduced,none,single,sometimes,yes,school_bus,5 - 10,4.0,68.0,67.0,53.0,62.666666666666664
18792,male,group C,bachelor's degree,standard,completed,single,sometimes,no,private,< 5,3.0,59.0,67.0,65.0,63.666666666666664
18793,female,group E,high school,free/reduced,completed,married,never,yes,school_bus,< 5,3.0,76.0,82.0,79.0,79.0
18794,male,group B,high school,standard,none,divorced,sometimes,yes,private,5 - 10,0.0,60.0,49.0,50.0,53.0
18795,female,group C,some college,standard,completed,married,sometimes,yes,school_bus,< 5,3.0,71.0,77.0,74.0,74.0
18796,male,group D,high school,standard,none,married,sometimes,yes,school_bus,5 - 10,2.0,83.0,73.0,74.0,76.66666666666667
18797,female,group C,some college,standard,none,single,sometimes,yes,school_bus,5 - 10,3.0,49.0,53.0,47.0,49.666666666666664
18798,female,group D,some college,free/reduced,completed,divorced,regularly,no,school_bus,> 10,5.0,54.0,66.0,73.0,64.33333333333333
18799,female,group C,some college,standard,none,divorced,regularly,yes,school_bus,5 - 10,1.0,46.0,66.0,66.0,59.333333333333336
18800,male,group C,some high school,free/reduced,none,married,regularly,no,school_bus,5 - 10,4.0,71.0,62.0,58.0,63.666666666666664
18801,female,group B,some college,free/reduced,none,married,sometimes,yes,school_bus,5 - 10,2.0,64.0,84.0,77.0,75.0
18802,male,group C,high school,standard,completed,married,sometimes,yes,school_bus,5 - 10,1.0,58.0,54.0,55.0,55.666666666666664
18803,female,group E,high school,standard,none,married,sometimes,yes,school_bus,5 - 10,2.0,80.0,89.0,84.0,84.33333333333333
18804,female,group C,some high school,standard,completed,married,sometimes,yes,private,< 5,3.0,72.0,69.0,73.0,71.33333333333333
18805,female,group C,associate's degree,standard,none,married,regularly,yes,private,< 5,1.0,55.0,60.0,61.0,58.666666666666664
18806,male,group D,associate's degree,free/reduced,none,single,regularly,yes,school_bus,> 10,2.0,75.0,63.0,61.0,66.33333333333333
18807,female,group E,some high school,standard,none,single,sometimes,yes,school_bus,5 - 10,1.0,64.0,66.0,64.0,64.66666666666667
18808,female,group B,some college,standard,completed,married,regularly,yes,private,5 - 10,2.0,69.0,80.0,86.0,78.33333333333333
18809,male,group D,associate's degree,standard,completed,married,sometimes,yes,school_bus,< 5,4.0,64.0,68.0,75.0,69.0
18810,male,group E,some college,free/reduced,none,married,sometimes,yes,school_bus,< 5,4.0,72.0,71.0,60.0,67.66666666666667
18811,male,group E,high school,standard,none,married,regularly,yes,private,< 5,0.0,93.0,82.0,78.0,84.33333333333333
18812,female,group C,some college,standard,completed,single,sometimes,yes,private,> 10,0.0,48.0,57.0,65.0,56.666666666666664
18813,male,group C,associate's degree,standard,completed,married,regularly,yes,private,5 - 10,3.0,84.0,79.0,78.0,80.33333333333333
18814,female,group C,high school,standard,none,single,sometimes,yes,school_bus,5 - 10,3.0,50.0,69.0,68.0,62.333333333333336
18815,female,group C,some college,standard,none,married,regularly,yes,school_bus,> 10,2.0,58.0,67.0,66.0,63.666666666666664
18816,male,group C,bachelor's degree,free/reduced,completed,married,regularly,no,school_bus,5 - 10,3.0,62.0,62.0,63.0,62.333333333333336
18817,female,group C,associate's degree,standard,none,single,sometimes,no,private,5 - 10,1.0,65.0,74.0,74.0,71.0
18818,female,group D,bachelor's degree,free/reduced,none,divorced,regularly,no,school_bus,< 5,1.0,25.0,38.0,42.0,35.0
18819,female,group B,bachelor's degree,standard,none,married,regularly,no,school_bus,> 10,1.0,71.0,81.0,80.0,77.33333333333333
18820,female,group D,some college,standard,completed,divorced,regularly,yes,private,< 5,0.0,83.0,83.0,90.0,85.33333333333333
18821,male,group C,bachelor's degree,free/reduced,none,single,sometimes,yes,private,5 - 10,3.0,89.0,78.0,74.0,80.33333333333333
18822,female,group C,associate's degree,standard,none,married,sometimes,no,private,5 - 10,1.0,66.0,84.0,71.0,73.66666666666667
18823,male,group D,some college,standard,none,married,regularly,yes,private,5 - 10,4.0,74.0,61.0,64.0,66.33333333333333
18824,male,group B,associate's degree,standard,completed,married,sometimes,yes,school_bus,5 - 10,1.0,64.0,69.0,67.0,66.66666666666667
18825,female,group E,some high school,standard,none,married,sometimes,yes,private,< 5,0.0,64.0,70.0,66.0,66.66666666666667
18826,female,group C,associate's degree,standard,none,married,sometimes,yes,private,< 5,3.0,70.0,90.0,86.0,82.0
18827,female,group C,some college,standard,completed,married,regularly,yes,private,5 - 10,2.0,75.0,89.0,80.0,81.33333333333333
18828,male,group D,associate's degree,standard,completed,married,regularly,no,school_bus,> 10,2.0,78.0,80.0,79.0,79.0
18829,male,group D,some college,standard,none,single,regularly,yes,private,5 - 10,4.0,72.0,56.0,55.0,61.0
18830,female,group C,associate's degree,free/reduced,none,married,sometimes,no,school_bus,> 10,1.0,90.0,93.0,93.0,92.0
18831,female,group D,associate's degree,standard,completed,single,sometimes,no,private,> 10,3.0,89.0,94.0,100.0,94.33333333333333
18832,female,group D,some college,free/reduced,none,married,sometimes,yes,private,< 5,3.0,79.0,81.0,83.0,81.0
18833,female,group C,high school,free/reduced,none,married,sometimes,yes,school_bus,5 - 10,3.0,35.0,55.0,50.0,46.666666666666664
18834,female,group B,associate's degree,free/reduced,none,married,regularly,no,private,5 - 10,0.5,48.0,65.0,67.0,60.0
18835,male,group D,bachelor's degree,free/reduced,none,married,sometimes,no,private,5 - 10,3.0,74.0,62.0,66.0,67.33333333333333
18836,male,group C,associate's degree,free/reduced,none,single,regularly,yes,school_bus,5 - 10,4.0,61.0,59.0,53.0,57.666666666666664
18837,male,group C,some high school,free/reduced,completed,married,regularly,yes,school_bus,< 5,1.0,64.0,71.0,63.0,66.0
18838,male,group D,some college,free/reduced,completed,divorced,never,yes,school_bus,< 5,3.0,80.0,86.0,82.0,82.66666666666667
18839,male,group B,master's degree,standard,none,married,sometimes,yes,private,< 5,3.0,67.0,60.0,66.0,64.33333333333333
18840,male,group B,some college,standard,none,married,regularly,yes,school_bus,5 - 10,1.0,42.0,31.0,33.0,35.333333333333336
18841,female,group C,high school,free/reduced,completed,divorced,regularly,no,private,5 - 10,4.0,65.0,78.0,84.0,75.66666666666667
18842,female,group C,some high school,standard,none,married,sometimes,no,school_bus,5 - 10,1.0,52.0,60.0,60.0,57.333333333333336
18843,male,group C,bachelor's degree,free/reduced,none,married,sometimes,yes,school_bus,5 - 10,5.0,55.0,56.0,48.0,53.0
18844,male,group D,master's degree,free/reduced,none,divorced,sometimes,yes,school_bus,< 5,0.0,51.0,54.0,49.0,51.333333333333336
18845,female,group C,bachelor's degree,standard,none,married,regularly,no,private,5 - 10,2.0,62.0,58.0,67.0,62.333333333333336
18846,female,group C,some college,standard,completed,married,never,yes,school_bus,< 5,1.0,71.0,78.0,79.0,76.0
18847,male,group C,some college,standard,none,married,sometimes,no,school_bus,> 10,1.0,42.0,43.0,38.0,41.0
18848,female,group D,some college,standard,none,single,regularly,yes,school_bus,< 5,1.0,64.0,80.0,81.0,75.0
18849,male,group B,some college,standard,none,married,never,no,school_bus,< 5,4.0,56.0,50.0,47.0,51.0
18850,female,group E,high school,free/reduced,none,divorced,sometimes,yes,school_bus,5 - 10,2.0,51.0,61.0,61.0,57.666666666666664
18851,female,group C,some college,free/reduced,completed,single,regularly,no,private,5 - 10,1.0,61.0,78.0,72.0,70.33333333333333
18852,male,group C,high school,free/reduced,none,widowed,sometimes,yes,private,5 - 10,3.0,51.0,55.0,50.0,52.0
18853,male,group B,some high school,standard,completed,married,never,yes,school_bus,5 - 10,1.0,62.0,61.0,61.0,61.333333333333336
18854,female,group B,master's degree,standard,none,married,regularly,yes,school_bus,< 5,2.5,69.0,78.0,78.0,75.0
18855,male,group D,high school,standard,none,married,never,yes,private,> 10,5.0,88.0,80.0,79.0,82.33333333333333
18856,male,group C,some high school,free/reduced,completed,married,sometimes,yes,private,5 - 10,1.5,34.0,38.0,35.0,35.666666666666664
18857,female,group D,high school,standard,none,married,regularly,yes,school_bus,5 - 10,2.0,63.0,69.0,67.0,66.33333333333333
18858,male,group D,master's degree,free/reduced,none,married,regularly,yes,private,5 - 10,3.0,50.0,47.0,49.0,48.666666666666664
18859,male,group C,master's degree,free/reduced,none,single,sometimes,no,school_bus,< 5,4.0,56.0,54.0,50.0,53.333333333333336
18860,female,group E,associate's degree,free/reduced,completed,single,never,no,school_bus,< 5,4.0,63.0,86.0,85.0,78.0
18861,female,group D,master's degree,standard,completed,married,regularly,no,private,< 5,1.0,68.0,76.0,83.0,75.66666666666667
18862,male,group B,some college,free/reduced,completed,married,sometimes,no,school_bus,< 5,4.0,23.0,27.5,26.5,27.833333333333332
18863,male,group D,high school,standard,completed,single,regularly,no,school_bus,< 5,1.5,71.0,57.0,66.0,64.66666666666667
18864,female,group D,bachelor's degree,free/reduced,completed,married,regularly,yes,private,5 - 10,1.0,55.0,70.0,79.0,68.0
18865,female,group B,some college,free/reduced,none,married,sometimes,yes,private,5 - 10,1.0,40.0,53.0,54.0,49.0
18866,male,group C,some college,standard,none,married,regularly,no,school_bus,5 - 10,2.0,88.0,77.0,77.0,80.66666666666667
18867,female,group D,high school,standard,completed,married,regularly,yes,private,5 - 10,3.0,79.0,76.0,80.0,78.33333333333333
18868,male,group E,some high school,standard,completed,married,sometimes,yes,school_bus,> 10,1.0,100.0,97.0,99.0,98.66666666666667
18869,male,group D,some high school,standard,none,single,sometimes,yes,school_bus,5 - 10,3.0,79.0,76.0,68.0,74.33333333333333
18870,female,group D,some high school,free/reduced,none,widowed,regularly,yes,school_bus,5 - 10,1.0,55.0,66.0,72.0,64.33333333333333
18871,female,group D,high school,standard,none,widowed,never,no,private,< 5,1.0,32.0,48.0,43.0,41.0
18872,female,group C,high school,free/reduced,none,married,regularly,no,school_bus,> 10,5.0,54.0,65.0,60.0,59.666666666666664
18873,female,group E,associate's degree,standard,none,single,sometimes,yes,private,5 - 10,4.0,69.0,73.0,70.0,70.66666666666667
18874,female,group A,associate's degree,standard,completed,married,sometimes,no,private,> 10,0.5,67.0,77.0,74.0,72.66666666666667
18875,male,group C,bachelor's degree,standard,none,married,sometimes,no,school_bus,> 10,6.0,82.0,72.0,70.0,74.66666666666667
18876,female,group B,high school,free/reduced,none,divorced,regularly,yes,school_bus,< 5,2.0,50.0,59.0,56.0,55.0
18877,male,group C,high school,free/reduced,none,married,sometimes,no,school_bus,5 - 10,3.0,74.0,77.0,68.0,73.0
18878,female,group C,high school,free/reduced,none,married,regularly,yes,private,5 - 10,0.0,56.0,66.0,56.0,59.333333333333336
18879,male,group C,high school,standard,none,married,sometimes,yes,private,> 10,3.0,67.0,53.0,47.0,55.666666666666664
18880,female,group C,associate's degree,standard,none,married,sometimes,yes,school_bus,5 - 10,4.0,49.0,60.0,60.0,56.333333333333336
18881,female,group A,some high school,free/reduced,none,married,never,yes,private,5 - 10,2.0,63.0,77.0,74.0,71.33333333333333
18882,male,group C,master's degree,standard,none,married,never,yes,school_bus,> 10,2.0,65.0,48.0,43.0,52.0
18883,male,group D,master's degree,standard,none,married,never,yes,school_bus,5 - 10,0.0,50.0,57.0,57.0,54.666666666666664
18884,male,group C,some college,free/reduced,completed,married,never,yes,school_bus,< 5,2.0,70.0,80.0,72.0,74.0
18885,male,group C,bachelor's degree,standard,completed,married,regularly,no,private,5 - 10,0.5,67.0,63.0,67.0,65.66666666666667
18886,male,group A,high school,free/reduced,completed,married,regularly,yes,school_bus,5 - 10,3.0,58.0,64.0,58.0,60.0
18887,male,group B,master's degree,standard,completed,married,sometimes,yes,private,< 5,1.0,62.0,70.0,70.0,67.33333333333333
18888,female,group D,some high school,standard,completed,single,sometimes,yes,school_bus,5 - 10,2.0,47.0,52.0,61.0,53.333333333333336
18889,female,group C,some college,standard,completed,married,sometimes,yes,school_bus,5 - 10,0.0,69.0,70.0,75.0,71.33333333333333
18890,male,group D,some college,standard,completed,married,never,yes,school_bus,5 - 10,1.0,53.0,43.0,47.0,47.666666666666664
18891,female,group D,high school,standard,completed,single,sometimes,yes,private,5 - 10,2.0,49.0,57.0,63.0,56.333333333333336
18892,male,group D,high school,standard,completed,divorced,sometimes,yes,private,> 10,3.0,83.0,82.0,81.0,82.0
18893,female,group C,some high school,standard,completed,married,sometimes,yes,school_bus,< 5,2.0,61.0,78.0,75.0,71.33333333333333
18894,male,group D,some college,standard,completed,married,sometimes,no,private,5 - 10,4.0,70.0,68.0,71.0,69.66666666666667
18895,female,group C,high school,standard,none,divorced,sometimes,yes,school_bus,5 - 10,3.0,80.0,73.0,72.0,75.0
18896,male,group B,some high school,standard,none,single,regularly,no,school_bus,< 5,5.0,37.0,37.0,35.0,36.333333333333336
18897,female,group E,some college,standard,none,married,sometimes,no,school_bus,< 5,3.0,75.0,78.0,74.0,75.66666666666667
18898,female,group C,bachelor's degree,standard,completed,single,sometimes,no,private,> 10,2.0,79.0,85.0,84.0,82.66666666666667
18899,female,group E,associate's degree,free/reduced,none,single,sometimes,yes,school_bus,5 - 10,2.0,54.0,58.0,53.0,55.0
18900,male,group D,some college,standard,none,married,never,yes,private,< 5,2.0,51.0,50.0,53.0,51.333333333333336
18901,female,group D,some college,free/reduced,completed,married,regularly,no,school_bus,> 10,1.0,49.0,55.0,58.0,54.0
